Station,Region,Lat_North,Long_East,Year,Month,Date,Humidity,Rainfall,Temperature
,,,,2018,April,1-Apr-2018,80,202.8,29
,,,,2018,May,1-May-2018,81,337.5,29.5
,,,,2018,June,1-Jun-2018,80,153.6,29.8
,,,,2018,July,1-Jul-2018,78,184.7,30
,,,,2018,August,1-Aug-2018,75,106.5,30.2
,,,,2018,September,1-Sep-2018,78,293.6,29.2
,,,,2018,October,1-Oct-2018,79,354.8,28.8
,,,,2018,November,1-Nov-2018,82,290,28.3
,,,,2018,December,1-Dec-2018,84,551.8,27.7
"CLARK INTERNATIONAL AIRPORT, PAMPANGA",Region03,15.18549167,120.54890278,2013,January,1-Jan-2013,67,7.9,25.2
,,,,2013,February,1-Feb-2013,67,30.4,26.2
,,,,2013,March,1-Mar-2013,67,51.7,27.3
,,,,2013,April,1-Apr-2013,64,41.1,29.2
,,,,2013,May,1-May-2013,74,129.5,28.7
,,,,2013,June,1-Jun-2013,80,211.4,28.2
,,,,2013,July,1-Jul-2013,84,268.1,27.3
,,,,2013,August,1-Aug-2013,87,736.5,26.3
,,,,2013,September,1-Sep-2013,87,385.9,26.7
,,,,2013,October,1-Oct-2013,79,379.4,26.6
,,,,2013,November,1-Nov-2013,75,43,26.8
,,,,2013,December,1-Dec-2013,72,35.6,26.7
,,,,2014,January,1-Jan-2014,60,0,23.8
,,,,2014,February,1-Feb-2014,65,24,25.6
,,,,2014,March,1-Mar-2014,64,1.8,27.2
,,,,2014,April,1-Apr-2014,65,41.6,29.1
,,,,2014,May,1-May-2014,64,162.1,30.1
,,,,2014,June,1-Jun-2014,83,319.6,27.9
,,,,2014,July,1-Jul-2014,87,377.4,27.1
,,,,2014,August,1-Aug-2014,83,308.8,27.3
,,,,2014,September,1-Sep-2014,85,271.9,27.3
,,,,2014,October,1-Oct-2014,79,101.8,27.5
,,,,2014,November,1-Nov-2014,74,20.2,27.5
,,,,2014,December,1-Dec-2014,77,34.9,26.3
,,,,2015,January,1-Jan-2015,73,6.6,24.9
,,,,2015,February,1-Feb-2015,69,2.6,25.5
,,,,2015,March,1-Mar-2015,60,0.8,27
,,,,2015,April,1-Apr-2015,65,52.7,29
,,,,2015,May,1-May-2015,73,152.8,29.3
,,,,2015,June,1-Jun-2015,76,227.3,29.2
,,,,2015,July,1-Jul-2015,86,557.1,27
,,,,2015,August,1-Aug-2015,86,388,27.7
,,,,2015,September,1-Sep-2015,82,220,28.4
,,,,2015,October,1-Oct-2015,77,317.5,28
,,,,2015,November,1-Nov-2015,68,1.7,28.2
,,,,2015,December,1-Dec-2015,77,253.3,26.9
,,,,2016,January,1-Jan-2016,NA,7,NA
,,,,2016,February,1-Feb-2016,76,9,26.8
,,,,2016,March,1-Mar-2016,76,0.5,28.6
,,,,2016,April,1-Apr-2016,75,19,30.4
,,,,2016,May,1-May-2016,72,126.4,30.1
,,,,2016,June,1-Jun-2016,NA,T,NA
,,,,2016,July,1-Jul-2016,77,230.1,28.7
,,,,2016,August,1-Aug-2016,87,514.3,27.6
,,,,2016,September,1-Sep-2016,84,288.5,28
,,,,2016,October,1-Oct-2016,82,382.8,28
,,,,2016,November,1-Nov-2016,76,53.5,27.7
,,,,2016,December,1-Dec-2016,74,31.6,27.7
,,,,2017,January,1-Jan-2017,71,22.8,26.295
,,,,2017,February,1-Feb-2017,66,10.3,26.365
,,,,2017,March,1-Mar-2017,64,5.2,28.25
,,,,2017,April,1-Apr-2017,64.6,15,29.8
,,,,2017,May,1-May-2017,69.3,162,30.015
,,,,2017,June,1-Jun-2017,74.5,161.3,29.605
,,,,2017,July,1-Jul-2017,81.2,277,28.1
,,,,2017,August,1-Aug-2017,80.7,530.7,28.47
,,,,2017,September,1-Sep-2017,78.9,231.3,28.325
,,,,2017,October,1-Oct-2017,77,200.7,28.25
,,,,2017,November,1-Nov-2017,75,97.8,27.8
,,,,2017,December,1-Dec-2017,73,16.7,27.35
,,,,2018,January,1-Jan-2018,72,8.9,27
,,,,2018,February,1-Feb-2018,69,5.2,27.5
,,,,2018,March,1-Mar-2018,65,39.3,28
,,,,2018,April,1-Apr-2018,64,99.9,29.5
,,,,2018,May,1-May-2018,65,154.3,30.7
,,,,2018,June,1-Jun-2018,82,520.6,28.1
,,,,2018,July,1-Jul-2018,87,634.3,27
,,,,2018,August,1-Aug-2018,87,676,27.3
,,,,2018,September,1-Sep-2018,81,468,27.9
,,,,2018,October,1-Oct-2018,71,105.7,28.7
,,,,2018,November,1-Nov-2018,68,1.9,27.9
,,,,2018,December,1-Dec-2018,70,37.8,27.2
"CORON, PALAWAN",Region04B,12.00366667,120.19983333,2013,January,1-Jan-2013,84,14.1,NA
,,,,2013,February,1-Feb-2013,78,3.7,NA
,,,,2013,March,1-Mar-2013,78,0,NA
,,,,2013,April,1-Apr-2013,78,30.4,NA
,,,,2013,May,1-May-2013,80,134.2,NA
,,,,2013,June,1-Jun-2013,88,525,NA
,,,,2013,July,1-Jul-2013,86,368.8,NA
,,,,2013,August,1-Aug-2013,85,328.8,NA
,,,,2013,September,1-Sep-2013,NA,745.7,NA
,,,,2013,October,1-Oct-2013,NA,337.1,NA
,,,,2013,November,1-Nov-2013,NA,NA,NA
,,,,2013,December,1-Dec-2013,NA,140,NA
,,,,2014,January,1-Jan-2014,NA,4.2,NA
,,,,2014,February,1-Feb-2014,NA,50.4,NA
,,,,2014,March,1-Mar-2014,NA,1,NA
,,,,2014,April,1-Apr-2014,NA,69.8,NA
,,,,2014,May,1-May-2014,NA,23.9,NA
,,,,2014,June,1-Jun-2014,85,389.5,27.7
,,,,2014,July,1-Jul-2014,87,1013.9,26.9
,,,,2014,August,1-Aug-2014,84,130.3,27.6
,,,,2014,September,1-Sep-2014,88,916.4,26.9
,,,,2014,October,1-Oct-2014,86,284.1,27.7
,,,,2014,November,1-Nov-2014,78,26.8,29.2
,,,,2014,December,1-Dec-2014,74,39,28.6
,,,,2015,January,1-Jan-2015,76,4,27.4
,,,,2015,February,1-Feb-2015,70,0.4,27.2
,,,,2015,March,1-Mar-2015,70,8.2,27.6
,,,,2015,April,1-Apr-2015,71,0.2,28.9
,,,,2015,May,1-May-2015,81,20.3,29.6
,,,,2015,June,1-Jun-2015,80,263.1,28.8
,,,,2015,July,1-Jul-2015,84,480.8,27.9
,,,,2015,August,1-Aug-2015,86,531,26.9
,,,,2015,September,1-Sep-2015,84,460.2,28
,,,,2015,October,1-Oct-2015,79,187.8,28.4
,,,,2015,November,1-Nov-2015,69,1.6,29.8
,,,,2015,December,1-Dec-2015,67,33,28.9
,,,,2016,January,1-Jan-2016,68,1.4,28.8
,,,,2016,February,1-Feb-2016,68,171.2,22.1
,,,,2016,March,1-Mar-2016,67,0,29
,,,,2016,April,1-Apr-2016,66,4.6,30
,,,,2016,May,1-May-2016,69,94.8,30.2
,,,,2016,June,1-Jun-2016,75,171,29
,,,,2016,July,1-Jul-2016,69,365.4,28
,,,,2016,August,1-Aug-2016,95,904.4,27.8
,,,,2016,September,1-Sep-2016,82,564,27.9
,,,,2016,October,1-Oct-2016,76,396.2,27.8
,,,,2016,November,1-Nov-2016,75,253.2,28.2
,,,,2016,December,1-Dec-2016,75,77,28.6
,,,,2017,January,1-Jan-2017,72,46.6,28.15
,,,,2017,February,1-Feb-2017,67,13,28.16
,,,,2017,March,1-Mar-2017,66,7.6,28.81
,,,,2017,April,1-Apr-2017,67,82,29.305
,,,,2017,May,1-May-2017,72,72.6,26.65
,,,,2017,June,1-Jun-2017,76,359,28.7
,,,,2017,July,1-Jul-2017,84,371.8,27.6
,,,,2017,August,1-Aug-2017,82,713.4,27.945
,,,,2017,September,1-Sep-2017,82,236,28.05
,,,,2017,October,1-Oct-2017,82,461,27.6
,,,,2017,November,1-Nov-2017,75,113.6,28.53
,,,,2017,December,1-Dec-2017,77,163,28
,,,,2018,January,1-Jan-2018,72,1.1,28.1
,,,,2018,February,1-Feb-2018,69,2.2,28.4
,,,,2018,March,1-Mar-2018,68,5.4,28.6
,,,,2018,April,1-Apr-2018,66,26.3,29.5
,,,,2018,May,1-May-2018,68,47.8,30
,,,,2018,June,1-Jun-2018,80,359.4,28.1
,,,,2018,July,1-Jul-2018,88,1312.6,26.8
,,,,2018,August,1-Aug-2018,81,220.5,28
,,,,2018,September,1-Sep-2018,84,553.8,27.4
,,,,2018,October,1-Oct-2018,74,71,28.9
,,,,2018,November,1-Nov-2018,69,51,29.3
,,,,2018,December,1-Dec-2018,69,29,29
"COTABATO CITY, MAGUINDANAO",ARMM,7.16245833,124.21496944,2013,January,1-Jan-2013,79,130.3,27.2
,,,,2013,February,1-Feb-2013,75,149.2,28.2
,,,,2013,March,1-Mar-2013,74,90.2,28.6
,,,,2013,April,1-Apr-2013,76,163.2,28.6
,,,,2013,May,1-May-2013,76,115.1,28.2
,,,,2013,June,1-Jun-2013,78,238.9,27.6
,,,,2013,July,1-Jul-2013,78,393.4,27.4
,,,,2013,August,1-Aug-2013,79,185.7,27.2
,,,,2013,September,1-Sep-2013,78,145,27.8
,,,,2013,October,1-Oct-2013,79,280.5,27.1
,,,,2013,November,1-Nov-2013,77,196.5,27.6
,,,,2013,December,1-Dec-2013,75,91.1,28.2
,,,,2014,January,1-Jan-2014,78,87.5,26.8
,,,,2014,February,1-Feb-2014,75,49.8,27.8
,,,,2014,March,1-Mar-2014,74,99.4,28.4
,,,,2014,April,1-Apr-2014,74,50.6,28.6
,,,,2014,May,1-May-2014,75,168.4,28.6
,,,,2014,June,1-Jun-2014,77,209.7,28
,,,,2014,July,1-Jul-2014,78,286.5,27.4
,,,,2014,August,1-Aug-2014,77,250.5,27.6
,,,,2014,September,1-Sep-2014,79,218.6,27.2
,,,,2014,October,1-Oct-2014,78,247.3,27.5
,,,,2014,November,1-Nov-2014,77,132.4,28.2
,,,,2014,December,1-Dec-2014,76,66,28
,,,,2015,January,1-Jan-2015,78,88.9,27.5
,,,,2015,February,1-Feb-2015,74,42.7,28.4
,,,,2015,March,1-Mar-2015,72,11.6,28.8
,,,,2015,April,1-Apr-2015,73,63.6,28.9
,,,,2015,May,1-May-2015,74,73.9,28.5
,,,,2015,June,1-Jun-2015,77,164.9,27.6
,,,,2015,July,1-Jul-2015,76,155.4,27.6
,,,,2015,August,1-Aug-2015,78,220.6,27.6
,,,,2015,September,1-Sep-2015,78,283.4,27.4
,,,,2015,October,1-Oct-2015,75,110.1,28
,,,,2015,November,1-Nov-2015,77,146.7,28.5
,,,,2015,December,1-Dec-2015,74,35.8,28.5
,,,,2016,January,1-Jan-2016,71,2.8,29
,,,,2016,February,1-Feb-2016,70,31.5,29.1
,,,,2016,March,1-Mar-2016,69,15.6,29.9
,,,,2016,April,1-Apr-2016,69,93,29.8
,,,,2016,May,1-May-2016,74,205.5,29.1
,,,,2016,June,1-Jun-2016,78,265.4,28.1
,,,,2016,July,1-Jul-2016,76,233.7,28.3
,,,,2016,August,1-Aug-2016,78,288.3,28
,,,,2016,September,1-Sep-2016,79,257.3,28.1
,,,,2016,October,1-Oct-2016,79,331.5,28.1
,,,,2016,November,1-Nov-2016,78,184.9,28.2
,,,,2016,December,1-Dec-2016,78,68.5,28.2
,,,,2017,January,1-Jan-2017,77,118.5,27.6
,,,,2017,February,1-Feb-2017,75,105.1,28.155
,,,,2017,March,1-Mar-2017,76,221.2,28.35
,,,,2017,April,1-Apr-2017,75,97,29.065
,,,,2017,May,1-May-2017,76,209.7,28.975
,,,,2017,June,1-Jun-2017,78,225,28.25
,,,,2017,July,1-Jul-2017,80,271,27.9
,,,,2017,August,1-Aug-2017,79,122.8,28.15
,,,,2017,September,1-Sep-2017,79,192.6,28.15
,,,,2017,October,1-Oct-2017,79,387.8,27.85
,,,,2017,November,1-Nov-2017,77,55.2,28.7
,,,,2017,December,1-Dec-2017,78,170.6,28.15
,,,,2018,January,1-Jan-2018,77,77.7,28.1
,,,,2018,February,1-Feb-2018,72,79.3,28.7
,,,,2018,March,1-Mar-2018,68,53.2,29.6
,,,,2018,April,1-Apr-2018,71,124.7,29.4
,,,,2018,May,1-May-2018,75,227.3,29.5
,,,,2018,June,1-Jun-2018,77,196.8,28.4
,,,,2018,July,1-Jul-2018,78,285.1,27.8
,,,,2018,August,1-Aug-2018,78,270.6,27.7
,,,,2018,September,1-Sep-2018,78,215.2,27.6
,,,,2018,October,1-Oct-2018,74,205.1,28.8
,,,,2018,November,1-Nov-2018,74,110.4,29
,,,,2018,December,1-Dec-2018,74,81.8,28.7
"CUBI PT., SUBIC BAY OLONGAPO CITY, ZAMBALES",Region03,14.79178611,120.2709,2013,January,1-Jan-2013,74,3.7,27.2
,,,,2013,February,1-Feb-2013,73,13.3,28.1
,,,,2013,March,1-Mar-2013,71,60.4,29.5
,,,,2013,April,1-Apr-2013,72,T,30.8
,,,,2013,May,1-May-2013,76,42.3,30.3
,,,,2013,June,1-Jun-2013,81,583.3,29.3
,,,,2013,July,1-Jul-2013,79,360.4,28.8
,,,,2013,August,1-Aug-2013,83,1092.4,27.7
,,,,2013,September,1-Sep-2013,85,1175.2,27.6
,,,,2013,October,1-Oct-2013,78,174.7,27.9
,,,,2013,November,1-Nov-2013,73,19.9,28.5
,,,,2013,December,1-Dec-2013,74,17.7,28.1
,,,,2014,January,1-Jan-2014,68,0,25.7
,,,,2014,February,1-Feb-2014,71,1.3,27.1
,,,,2014,March,1-Mar-2014,66,0.3,28.5
,,,,2014,April,1-Apr-2014,68,46.3,29.8
,,,,2014,May,1-May-2014,66,27.5,31
,,,,2014,June,1-Jun-2014,79,614.1,28.4
,,,,2014,July,1-Jul-2014,83,959.8,27.4
,,,,2014,August,1-Aug-2014,80,605.6,27.8
,,,,2014,September,1-Sep-2014,81,642.3,28
,,,,2014,October,1-Oct-2014,74,185.6,28.3
,,,,2014,November,1-Nov-2014,69,26,28.3
,,,,2014,December,1-Dec-2014,NA,52,27.2
,,,,2015,January,1-Jan-2015,66,1.5,26
,,,,2015,February,1-Feb-2015,63,T,26.5
,,,,2015,March,1-Mar-2015,61,T,27.9
,,,,2015,April,1-Apr-2015,61,4,29.8
,,,,2015,May,1-May-2015,69,54.5,29.6
,,,,2015,June,1-Jun-2015,71,181.5,29.9
,,,,2015,July,1-Jul-2015,80,671.3,NA
,,,,2015,August,1-Aug-2015,78,502.3,28.1
,,,,2015,September,1-Sep-2015,79,261.1,28.5
,,,,2015,October,1-Oct-2015,75,255,28.2
,,,,2015,November,1-Nov-2015,65,T,28.6
,,,,2015,December,1-Dec-2015,70,230.1,27.3
,,,,2016,January,1-Jan-2016,70,5.8,27.2
,,,,2016,February,1-Feb-2016,66,0.7,27.7
,,,,2016,March,1-Mar-2016,68,0,28.8
,,,,2016,April,1-Apr-2016,64,0.5,30.8
,,,,2016,May,1-May-2016,66,111.2,30.4
,,,,2016,June,1-Jun-2016,76,157.1,29.2
,,,,2016,July,1-Jul-2016,80,1148,28.3
,,,,2016,August,1-Aug-2016,86,1219.5,27.5
,,,,2016,September,1-Sep-2016,84,858.6,27.6
,,,,2016,October,1-Oct-2016,81,521.2,28.2
,,,,2016,November,1-Nov-2016,71,2,28.2
,,,,2016,December,1-Dec-2016,69,49.2,27.9
,,,,2017,January,1-Jan-2017,66.3,7.4,26.935
,,,,2017,February,1-Feb-2017,62.5,4,27.22
,,,,2017,March,1-Mar-2017,62.8,0.2,28.345
,,,,2017,April,1-Apr-2017,65.3,0,29.7
,,,,2017,May,1-May-2017,68.3,47.2,30.005
,,,,2017,June,1-Jun-2017,75,127.4,29.05
,,,,2017,July,1-Jul-2017,79.7,731.5,27.85
,,,,2017,August,1-Aug-2017,80.7,789.1,27.965
,,,,2017,September,1-Sep-2017,79.4,306.5,28.405
,,,,2017,October,1-Oct-2017,77.8,243.2,28.215
,,,,2017,November,1-Nov-2017,73,72.7,28.39
,,,,2017,December,1-Dec-2017,67.4,15.6,27.8
,,,,2018,January,1-Jan-2018,65,0.6,27.7
,,,,2018,February,1-Feb-2018,65,0,28.2
,,,,2018,March,1-Mar-2018,63,9.9,28.6
,,,,2018,April,1-Apr-2018,64,26.5,30.6
,,,,2018,May,1-May-2018,69,105.8,31.3
,,,,2018,June,1-Jun-2018,85,1053.9,27.9
,,,,2018,July,1-Jul-2018,90,1848.6,26.7
,,,,2018,August,1-Aug-2018,88,1297.9,27.2
,,,,2018,September,1-Sep-2018,84,445.9,27.9
,,,,2018,October,1-Oct-2018,77,69.5,28.6
,,,,2018,November,1-Nov-2018,68,0,28.3
,,,,2018,December,1-Dec-2018,70,7.7,27.7
"CUYO, PALAWAN",Region04B,10.85211944,121.00803611,2013,January,1-Jan-2013,87,2,28
,,,,2013,February,1-Feb-2013,87,25.8,28.1
,,,,2013,March,1-Mar-2013,85,4,28.8
,,,,2013,April,1-Apr-2013,82,63,29.4
,,,,2013,May,1-May-2013,84,230.4,28.8
,,,,2013,June,1-Jun-2013,84,227,28.1
,,,,2013,July,1-Jul-2013,84,366.4,28.3
,,,,2013,August,1-Aug-2013,85,421,27.9
,,,,2013,September,1-Sep-2013,84,381,28.3
,,,,2013,October,1-Oct-2013,84,65.8,28.7
,,,,2013,November,1-Nov-2013,85,172.4,28.7
,,,,2013,December,1-Dec-2013,86,48.2,28.7
,,,,2014,January,1-Jan-2014,87,49.4,27.4
,,,,2014,February,1-Feb-2014,84,0.6,28.2
,,,,2014,March,1-Mar-2014,85,4,28.6
,,,,2014,April,1-Apr-2014,84,35.2,29.1
,,,,2014,May,1-May-2014,83,98.2,29.3
,,,,2014,June,1-Jun-2014,83,488.4,28.4
,,,,2014,July,1-Jul-2014,84,646.6,27.9
,,,,2014,August,1-Aug-2014,81,333.2,28.6
,,,,2014,September,1-Sep-2014,84,395.4,28.3
,,,,2014,October,1-Oct-2014,83,255.2,28.6
,,,,2014,November,1-Nov-2014,80,74.6,28.8
,,,,2014,December,1-Dec-2014,84,121.4,28.3
,,,,2015,January,1-Jan-2015,86,3,27.7
,,,,2015,February,1-Feb-2015,84,T,28.4
,,,,2015,March,1-Mar-2015,NA,NA,NA
,,,,2015,April,1-Apr-2015,82,T,29.6
,,,,2015,May,1-May-2015,83,158.6,29.2
,,,,2015,June,1-Jun-2015,84,286.4,28.8
,,,,2015,July,1-Jul-2015,83,212.2,28.8
,,,,2015,August,1-Aug-2015,85,258.2,28.7
,,,,2015,September,1-Sep-2015,85,247.6,28.6
,,,,2015,October,1-Oct-2015,82,157.6,28.8
,,,,2015,November,1-Nov-2015,NA,NA,NA
,,,,2015,December,1-Dec-2015,NA,NA,NA
,,,,2016,January,1-Jan-2016,85,0,28.8
,,,,2016,February,1-Feb-2016,84,T,28.6
,,,,2016,March,1-Mar-2016,82,0,29.4
,,,,2016,April,1-Apr-2016,81,T,29.9
,,,,2016,May,1-May-2016,88,121.6,29.8
,,,,2016,June,1-Jun-2016,84,303.9,29
,,,,2016,July,1-Jul-2016,84,381.2,28.7
,,,,2016,August,1-Aug-2016,82,504.6,28.5
,,,,2016,September,1-Sep-2016,82,363,28.8
,,,,2016,October,1-Oct-2016,82,358,28.6
,,,,2016,November,1-Nov-2016,81,131.2,28.9
,,,,2016,December,1-Dec-2016,82,137,29.1
,,,,2017,January,1-Jan-2017,85,107.6,29.245
,,,,2017,February,1-Feb-2017,86,T,29.41
,,,,2017,March,1-Mar-2017,86,0,29.735
,,,,2017,April,1-Apr-2017,86,3,30.1
,,,,2017,May,1-May-2017,86,72,29.865
,,,,2017,June,1-Jun-2017,81.9,263.6,29.035
,,,,2017,July,1-Jul-2017,80,NA,NA
,,,,2017,August,1-Aug-2017,80,410.4,28.835
,,,,2017,September,1-Sep-2017,80.4,312.8,28.415
,,,,2017,October,1-Oct-2017,81,596.8,28.25
,,,,2017,November,1-Nov-2017,77.8,87.8,29.05
,,,,2017,December,1-Dec-2017,80,132,28.35
,,,,2018,January,1-Jan-2018,83,75.6,28
,,,,2018,February,1-Feb-2018,81,10.2,28.3
,,,,2018,March,1-Mar-2018,79,0,28.8
,,,,2018,April,1-Apr-2018,77,10.8,29.8
,,,,2018,May,1-May-2018,78,156.7,30.2
,,,,2018,June,1-Jun-2018,81,409.2,29.1
,,,,2018,July,1-Jul-2018,83,542.2,27.8
,,,,2018,August,1-Aug-2018,79,238.8,28.6
,,,,2018,September,1-Sep-2018,80,257.7,28.3
,,,,2018,October,1-Oct-2018,75,75.6,29.4
,,,,2018,November,1-Nov-2018,76,315.2,28.9
,,,,2018,December,1-Dec-2018,78,23.4,28.3
"DAET, CAMARINES NORTE",Region05,14.12875,122.9827,2013,January,1-Jan-2013,90,254.4,26
,,,,2013,February,1-Feb-2013,92,216.3,26.8
,,,,2013,March,1-Mar-2013,92,113.8,27.1
,,,,2013,April,1-Apr-2013,89,16.4,28.3
,,,,2013,May,1-May-2013,89,77.2,29.1
,,,,2013,June,1-Jun-2013,89,258.3,28.1
,,,,2013,July,1-Jul-2013,88,330.5,27.5
,,,,2013,August,1-Aug-2013,87,227.9,28.1
,,,,2013,September,1-Sep-2013,87,111,28
,,,,2013,October,1-Oct-2013,86,376,27.1
,,,,2013,November,1-Nov-2013,88,712.5,27.2
,,,,2013,December,1-Dec-2013,90,670.1,26.5
,,,,2014,January,1-Jan-2014,83,149.8,24.9
,,,,2014,February,1-Feb-2014,86,77.5,25.3
,,,,2014,March,1-Mar-2014,85,74.6,26.4
,,,,2014,April,1-Apr-2014,84,53,28
,,,,2014,May,1-May-2014,82,21.4,29.8
,,,,2014,June,1-Jun-2014,83,115.1,29.8
,,,,2014,July,1-Jul-2014,86,330.6,28.5
,,,,2014,August,1-Aug-2014,85,278.9,28.4
,,,,2014,September,1-Sep-2014,89,560,27.2
,,,,2014,October,1-Oct-2014,89,541.8,27.3
,,,,2014,November,1-Nov-2014,88,393.7,27.2
,,,,2014,December,1-Dec-2014,90,729.5,26.4
,,,,2015,January,1-Jan-2015,87,393.9,25.3
,,,,2015,February,1-Feb-2015,88,182.5,25
,,,,2015,March,1-Mar-2015,87,69.1,26.4
,,,,2015,April,1-Apr-2015,86,124,27.3
,,,,2015,May,1-May-2015,87,82.3,28
,,,,2015,June,1-Jun-2015,88,151.2,28.3
,,,,2015,July,1-Jul-2015,87,163.6,27.7
,,,,2015,August,1-Aug-2015,87,104,28
,,,,2015,September,1-Sep-2015,89,172,27.5
,,,,2015,October,1-Oct-2015,87,313.8,27.8
,,,,2015,November,1-Nov-2015,87,289.5,27.9
,,,,2015,December,1-Dec-2015,NA,NA,26.2
,,,,2016,January,1-Jan-2016,88,281.5,26.2
,,,,2016,February,1-Feb-2016,89,310.3,25.2
,,,,2016,March,1-Mar-2016,88,381.3,26.4
,,,,2016,April,1-Apr-2016,85,34.7,28.5
,,,,2016,May,1-May-2016,84,41.2,29.1
,,,,2016,June,1-Jun-2016,NA,NA,NA
,,,,2016,July,1-Jul-2016,87,186.8,27.7
,,,,2016,August,1-Aug-2016,NA,NA,NA
,,,,2016,September,1-Sep-2016,86,244.5,28.3
,,,,2016,October,1-Oct-2016,89,711.9,27
,,,,2016,November,1-Nov-2016,89,521.5,26.9
,,,,2016,December,1-Dec-2016,92,775,26.1
,,,,2017,January,1-Jan-2017,88,469.2,25.785
,,,,2017,February,1-Feb-2017,86,229,25.845
,,,,2017,March,1-Mar-2017,86,298.1,26.895
,,,,2017,April,1-Apr-2017,86,150.3,27.6
,,,,2017,May,1-May-2017,88.45,179.8,28.55
,,,,2017,June,1-Jun-2017,86,178,29.05
,,,,2017,July,1-Jul-2017,89.41,252.3,28
,,,,2017,August,1-Aug-2017,87,296.2,27.6
,,,,2017,September,1-Sep-2017,88.47,405.3,27.59
,,,,2017,October,1-Oct-2017,89,627.2,27.3
,,,,2017,November,1-Nov-2017,89.13,414.5,27.89
,,,,2017,December,1-Dec-2017,88,821.2,26.66
,,,,2018,January,1-Jan-2018,91,683.4,26
,,,,2018,February,1-Feb-2018,88,342,25.9
,,,,2018,March,1-Mar-2018,83,151.9,27
,,,,2018,April,1-Apr-2018,84,270.4,28.1
,,,,2018,May,1-May-2018,84,117.3,29
,,,,2018,June,1-Jun-2018,87,204,28.8
,,,,2018,July,1-Jul-2018,87,273.9,28.7
,,,,2018,August,1-Aug-2018,89,252.8,28.3
,,,,2018,September,1-Sep-2018,89,217.8,28.4
,,,,2018,October,1-Oct-2018,83,196.5,27.6
,,,,2018,November,1-Nov-2018,87,302.6,27.8
,,,,2018,December,1-Dec-2018,87,1028.7,27.5
"DAGUPAN CITY, PANGASINAN",Region01,16.086875,120.35225,2013,January,1-Jan-2013,82,9.2,26.2
,,,,2013,February,1-Feb-2013,81,1.2,26.9
,,,,2013,March,1-Mar-2013,80,71.5,28.6
,,,,2013,April,1-Apr-2013,79,108.8,30.4
,,,,2013,May,1-May-2013,82,170.4,29.9
,,,,2013,June,1-Jun-2013,84,135.5,29.4
,,,,2013,July,1-Jul-2013,86,235.2,28.5
,,,,2013,August,1-Aug-2013,89,1135,27.4
,,,,2013,September,1-Sep-2013,87,552.2,28.1
,,,,2013,October,1-Oct-2013,84,134.9,27.8
,,,,2013,November,1-Nov-2013,83,13.6,28.1
,,,,2013,December,1-Dec-2013,83,19.7,27.3
,,,,2014,January,1-Jan-2014,79,0,24.9
,,,,2014,February,1-Feb-2014,80,T,26.1
,,,,2014,March,1-Mar-2014,79,1.6,27.5
,,,,2014,April,1-Apr-2014,76,185,29.6
,,,,2014,May,1-May-2014,76,227.7,30.2
,,,,2014,June,1-Jun-2014,85,441.8,28.6
,,,,2014,July,1-Jul-2014,85,604.3,28.2
,,,,2014,August,1-Aug-2014,84,451.7,27.9
,,,,2014,September,1-Sep-2014,85,870,27.9
,,,,2014,October,1-Oct-2014,81,143.1,28.5
,,,,2014,November,1-Nov-2014,77,1.6,28.1
,,,,2014,December,1-Dec-2014,77,23.4,27.1
,,,,2015,January,1-Jan-2015,73,3,25.2
,,,,2015,February,1-Feb-2015,80,T,26.6
,,,,2015,March,1-Mar-2015,76,19.2,27.8
,,,,2015,April,1-Apr-2015,77,59.6,29.5
,,,,2015,May,1-May-2015,NA,56.4,NA
,,,,2015,June,1-Jun-2015,80,246.1,30
,,,,2015,July,1-Jul-2015,88,1087.9,27.4
,,,,2015,August,1-Aug-2015,85,352.8,28.7
,,,,2015,September,1-Sep-2015,84,435.3,29
,,,,2015,October,1-Oct-2015,86,361.2,27.8
,,,,2015,November,1-Nov-2015,80,0,28.4
,,,,2015,December,1-Dec-2015,83,136.4,27.5
,,,,2016,January,1-Jan-2016,81,3,27.2
,,,,2016,February,1-Feb-2016,80,1.4,26.8
,,,,2016,March,1-Mar-2016,80,2.4,27.8
,,,,2016,April,1-Apr-2016,72,77.2,30.7
,,,,2016,May,1-May-2016,77,208.3,30.3
,,,,2016,June,1-Jun-2016,81,169.9,29.7
,,,,2016,July,1-Jul-2016,83,424.2,28.9
,,,,2016,August,1-Aug-2016,88,1216.7,27.8
,,,,2016,September,1-Sep-2016,86,342.3,28.4
,,,,2016,October,1-Oct-2016,85,535,28.1
,,,,2016,November,1-Nov-2016,83,9.9,28
,,,,2016,December,1-Dec-2016,80,33.6,27.6
,,,,2017,January,1-Jan-2017,78,4.9,26.585
,,,,2017,February,1-Feb-2017,77,3.2,26.795
,,,,2017,March,1-Mar-2017,76,2.7,28.37
,,,,2017,April,1-Apr-2017,78,12.2,29.895
,,,,2017,May,1-May-2017,81,183.6,30.25
,,,,2017,June,1-Jun-2017,88,368.1,30
,,,,2017,July,1-Jul-2017,86,578.5,28.665
,,,,2017,August,1-Aug-2017,81,512.8,28.785
,,,,2017,September,1-Sep-2017,85,230.1,28.77
,,,,2017,October,1-Oct-2017,86,182.2,28.5
,,,,2017,November,1-Nov-2017,83,140.4,28.17
,,,,2017,December,1-Dec-2017,81,4.8,27.15
,,,,2018,January,1-Jan-2018,80,1.1,26.7
